,Image Time Start,Image Time End,MAC,Image,Status
0,2018-08-24 06:20:30,2018-08-24 06:30:15,00:0c:29:9d:9e:9e,1,0
1,2018-08-24 06:30:30,2018-08-24 06:40:15,00:0c:29:9d:9e:9e,2,0
2,2018-08-24 06:40:30,2018-08-24 06:50:15,00:0c:29:9d:9e:9e,3,0
3,2018-08-24 06:50:30,2018-08-24 07:00:15,00:0c:29:9d:9e:9e,4,0
4,2018-08-24 07:00:30,2018-08-24 07:10:15,00:0c:29:9d:9e:9e,5,0
5,2018-08-24 07:10:30,2018-08-24 07:20:15,00:0c:29:9d:9e:9e,6,0
6,2018-08-24 07:20:30,2018-08-24 07:30:15,00:0c:29:9d:9e:9e,7,0
7,2018-08-24 07:30:30,2018-08-24 07:40:15,00:0c:29:9d:9e:9e,8,0
8,2018-08-24 07:40:30,2018-08-24 07:50:15,00:0c:29:9d:9e:9e,9,0
9,2018-08-24 07:50:30,2018-08-24 08:00:15,00:0c:29:9d:9e:9e,10,0
10,2018-08-24 08:00:30,2018-08-24 08:10:15,00:0c:29:9d:9e:9e,11,0
11,2018-08-24 08:10:30,2018-08-24 08:20:15,00:0c:29:9d:9e:9e,12,0
12,2018-08-24 08:20:30,2018-08-24 08:30:15,00:0c:29:9d:9e:9e,13,0
13,2018-08-24 08:30:30,2018-08-24 08:40:15,00:0c:29:9d:9e:9e,14,0
14,2018-08-24 08:40:30,2018-08-24 08:50:15,00:0c:29:9d:9e:9e,15,0
15,2018-08-24 08:50:30,2018-08-24 09:00:15,00:0c:29:9d:9e:9e,16,0
16,2018-08-24 09:00:30,2018-08-24 09:10:15,00:0c:29:9d:9e:9e,17,0
17,2018-08-24 09:10:30,2018-08-24 09:20:15,00:0c:29:9d:9e:9e,18,0
18,2018-08-24 09:20:30,2018-08-24 09:30:15,00:0c:29:9d:9e:9e,19,0
19,2018-08-24 09:30:30,2018-08-24 09:40:15,00:0c:29:9d:9e:9e,20,0
20,2018-08-24 09:40:30,2018-08-24 09:50:15,00:0c:29:9d:9e:9e,21,0
21,2018-08-24 09:50:30,2018-08-24 10:00:15,00:0c:29:9d:9e:9e,22,0
22,2018-08-24 10:00:30,2018-08-24 10:10:15,00:0c:29:9d:9e:9e,23,0
