,Image Time Start,Image Time End,MAC,Image,Status
0,2018-08-25 00:21:45,2018-08-25 00:31:30,00:0c:29:9d:9e:9e,1,0
1,2018-08-25 00:31:45,2018-08-25 00:41:30,00:0c:29:9d:9e:9e,2,0
2,2018-08-25 00:41:45,2018-08-25 00:51:30,00:0c:29:9d:9e:9e,3,0
3,2018-08-25 00:51:45,2018-08-25 01:01:30,00:0c:29:9d:9e:9e,4,0
4,2018-08-25 01:01:45,2018-08-25 01:11:30,00:0c:29:9d:9e:9e,5,0
5,2018-08-25 01:11:45,2018-08-25 01:21:30,00:0c:29:9d:9e:9e,6,0
6,2018-08-25 01:21:45,2018-08-25 01:31:30,00:0c:29:9d:9e:9e,7,0
7,2018-08-25 01:31:45,2018-08-25 01:41:30,00:0c:29:9d:9e:9e,8,0
8,2018-08-25 01:41:45,2018-08-25 01:51:30,00:0c:29:9d:9e:9e,9,0
9,2018-08-25 01:51:45,2018-08-25 02:01:30,00:0c:29:9d:9e:9e,10,0
10,2018-08-25 02:01:45,2018-08-25 02:11:30,00:0c:29:9d:9e:9e,11,0
11,2018-08-25 02:11:45,2018-08-25 02:21:30,00:0c:29:9d:9e:9e,12,0
12,2018-08-25 02:21:45,2018-08-25 02:31:30,00:0c:29:9d:9e:9e,13,0
13,2018-08-25 02:31:45,2018-08-25 02:41:30,00:0c:29:9d:9e:9e,14,0
14,2018-08-25 02:41:45,2018-08-25 02:51:30,00:0c:29:9d:9e:9e,15,0
15,2018-08-25 02:51:45,2018-08-25 03:01:30,00:0c:29:9d:9e:9e,16,0
16,2018-08-25 03:01:45,2018-08-25 03:11:30,00:0c:29:9d:9e:9e,17,0
17,2018-08-25 03:11:45,2018-08-25 03:21:30,00:0c:29:9d:9e:9e,18,0
18,2018-08-25 03:21:45,2018-08-25 03:31:30,00:0c:29:9d:9e:9e,19,0
19,2018-08-25 03:31:45,2018-08-25 03:41:30,00:0c:29:9d:9e:9e,20,0
20,2018-08-25 03:41:45,2018-08-25 03:51:30,00:0c:29:9d:9e:9e,21,0
21,2018-08-25 03:51:45,2018-08-25 04:01:30,00:0c:29:9d:9e:9e,22,0
22,2018-08-25 04:01:45,2018-08-25 04:11:30,00:0c:29:9d:9e:9e,23,0
23,2018-08-25 04:11:45,2018-08-25 04:21:30,00:0c:29:9d:9e:9e,24,0
24,2018-08-25 04:21:45,2018-08-25 04:31:30,00:0c:29:9d:9e:9e,25,0
25,2018-08-25 04:31:45,2018-08-25 04:41:30,00:0c:29:9d:9e:9e,26,0
26,2018-08-25 04:41:45,2018-08-25 04:51:30,00:0c:29:9d:9e:9e,27,0
